TAC,Manufacturer,Model,HW-Type,OS,Year
35332300,Siemens,AGA50    ,,,
35332303,Huawei,U7510,,,
35332400,Datcom,LtdMO110D    ,,,
35332500,Bird,S1180C,,,
35332600,Feton,TechnologyInc PALMAX TG5E    ,,,
35332700,Distar,ElectricCorporation Distar D990    ,,,
35332800,CEC,TelecomCo. Ltd. CECT T688   ,,,
35332900,DBTEL,Inc.DBTEL  2128    ,,,
35332902,Samsung,SGH-L760,,,
35333000,DBTEL,Inc.DBTEL  2149    ,,,
35333100,Sagem,myX1myX1w    ,,,
35333200,Sagem,myX1myX1w    ,,,
35333201,i-mate,JAQ3,,,
35333203,NKTel,A600,,,
35333300,Sagem,myX1myX1w    ,,,
35333301,i-Mate,PDAL,,,
35333400,TCL,MobileCommunication GB25-6     ,,,
35333500,Bird,V10,,,
35333600,Bird,SC01,,,
35333700,TCL,MobileCommunication TCL3188+     ,,,
35333800,Webook,InformationTech., Shenzhen SED ULT-708   ,,,
35333802,ZTE,A66,,,
35333900,Sino,ElectronicsR&D, Beijing T55    ,,,
35333901,Sagem,my100X,,,
35334000,DBTEL,Inc.DBTEL 8038C     ,,,
35334100,TCL,MobileCommunication GB02-6     ,,,
35334104,Samsung,C3300C3303, Libre, Champ    ,,,
35334200,TCL,MobileCommunication TCL E767    ,,,
35334300,Amoi,CA8,,,
35334400,Guo,WeiElectronics, Shenzhen U89    ,,,
35334500,Guo,WeiElectronics, Shenzhen U88    ,,,
35334501,Samsung,SGH-A501,,,
35334502,Sagem,My230X,,,
35334600,Guo,WeiElectronics, Shenzhen U86    ,,,
35334603,Samsung,M8000,,,
35334700,Amoi,CS6,,,
35334703,Samsung,E1310b,,,
35334800,Samsung,SPH-W1100,,,
35334900,Samsung,SPH-W1200,,,
35335000,Siemens,ChinaA55    ,,,
35335001,Samsung,SGH-I600,,,
35335100,Nokia,6820bRH-26 (DCT-4)     ,,,
35335200,Nokia,6820NHL-9 (DCT-4)     ,,,
35335300,Nokia,2300bRM-5 (DCT-4)     ,,,
35335400,Nokia,5140NPL-5 (DCT-4)     ,,,
35335500,Nokia,3200RH-30 (DCT-4)     ,,,
35335600,Nokia,3200RH-30 (DCT-4)     ,,,
35335700,Nokia,2100NAM-2 (DCT-3)     ,,,
35335702,LG,ElectronicsKF700    ,,,
35335800,Nokia,2100NAM-2 (DCT-3)     ,,,
35335801,Simcom,SIM340DZ,,,
35335802,LG,ElectronicsKT520    ,,,
35335900,Nokia,N-GAGEQD RH-29 (DCT-4)    ,,,
35335901,Samsung,ElectronicsSGH-D828E    ,,,
35335902,LG,ElectronicsKF750 Secret     ,,,
35336000,Nokia,N-GAGEQD RH-29 (DCT-4)    ,,,
35336002,LG,ElectronicsKF755 Secret     ,,,
35336100,Nokia,3310NHM-5NX (DCT-3)     ,,,
35336101,Samsung,ElectronicsSGH-i321    ,,,
35336200,Nokia,7200RH-23 (DCT-4)     ,,,
35336300,Nokia,7200RH-23 (DCT-4)     ,,,
35336400,Nokia,6108RH-4 (DCT-4)     ,,,
35336500,Nokia,3315NHM-5NY (DCT-3)     ,,,
35336600,Nokia,3120RH-19 (DCT-4)     ,,,
35336700,Nokia,3120RH-19 (DCT-4)     ,,,
35336800,Nokia,3100RH-19 (DCT-4)     ,,,
35336900,Nokia,6100NPL-2 (DCT-4)     ,,,
35336901,Samsung,ElectronicsSCH-W569    ,,,
35336902,Samsung,SGH-J700,,,
35337000,Nokia,3310NHM-5NX (DCT-3)     ,,,
35337001,Samsung,ElectronicsSCH-W569    ,,,
35337100,Nokia,7250iNHL-4JX (DCT-4)     ,,,
35337103,Samsung,SGH-A767,,,
35337200,Nokia,6230bRH-28 (DCT-4)     ,,,
35337300,Nokia,3510i3530  RH-9 (DCT-4)    ,,,
35337301,LG,Electronics2060     ,,,
35337303,Samsung,SGH-C3010,,,
35337304,Samsung,GT-C3303k,,,
35337400,Nokia,3510i3530  RH-9 (DCT-4)    ,,,
35337500,Nokia,1100RH-18 (DCT-4)     ,,,
35337501,Telit,Bkini,,,
35337600,Nokia,1100RH-18 (DCT-4)     ,,,
35337604,Nokia,2700c2700c-2 RM-561 (BB5)    ,,,
35337700,Nokia,1100RH-18 (DCT-4)     ,,,
35337704,Nokia,7230RM-604    ,,,
35337800,Nokia,1100RH-18 (DCT-4)     ,,,
35337804,Nokia,6702sRM-682    ,,,
35337900,Nokia,5140NPL-5 (DCT-4)     ,,,
35337901,Lenovo,LegendXoceco Lenovo E200    ,,,
35337904,Nokia,1681cRH-118    ,,,
35338000,Nokia,6230RH-12 (DCT-4)     ,,,
35338004,Nokia,7020a-27020  RM-497     ,,,
35338100,Nokia,6610iRM-37 (DCT-4)     ,,,
35338104,Nokia,C1-00RM-689 DualSIM     ,,,
35338200,Nokia,6610iRM-37 (DCT-4)     ,,,
35338204,Nokia,5800d-1RM-356    ,,,
35338300,Nokia,6600NHL-10 (DCT-4)     ,,,
35338301,SonyEricsson,K750i,,,
35338304,Nokia,12021202-2 1203-2 RH-112 (DCT-4+)   ,,,
35338400,Nokia,6600NHL-10 (DCT-4)     ,,,
35338402,Samsung,SGH-L778,,,
35338404,Nokia,16611661-2  1662  1662-2 RH-122 (DCT4)    ,,,
35338500,Nokia,3315NHM-5NY (DCT-3)     ,,,
35338502,Samsung,SGH-J700J708    ,,,
35338504,Nokia,52285232,  5233  RM-625    ,,,
35338600,Nokia,3315NHM-5NY (DCT-3)     ,,,
35338604,Nokia,12021202-2 1203-2 RH-112 (DCT-4+)   ,,,
35338700,Nokia,7610RH-51    ,,,
35338704,Nokia,2690RM-635    ,,,
35338800,Nokia,7610RH-51    ,,,
35338804,Nokia,C3-00RM-614    ,,,
35338900,Nokia,7610bRH-52 (DCT-4)     ,,,
35338901,Samsung,SCH-I830,,,
35338904,Nokia,1616-21616  RH-125     ,,,
35339000,Nokia,6820NHL-9 (DCT-4)     ,,,
35339004,Nokia,6700sRM-576    ,,,
35339100,Nokia,6820NHL-9 (DCT-4)     ,,,
35339101,Lenovo,i908,,,
35339104,Nokia,N97-4N97 mini RM-555    ,,,
35339200,Nokia,3310NHM-5NX (DCT-3)     ,,,
35339201,BenQ,S68,,,
35339202,LG,SH240,,,
35339204,Nokia,6790s-1cRM-599    ,,,
35339300,Nokia,6810RM-2    ,,,
35339304,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35339400,Nokia,6810RM-2    ,,,
35339402,LG,SH410,,,
35339404,Nokia,2700c2700c-2 RM-561 (BB5)    ,,,
35339500,Nokia,6810RM-2    ,,,
35339504,Nokia,2320cRM-514 (BB5)     ,,,
35339600,Nokia,6100NPL-2 (DCT-4)     ,,,
35339604,Nokia,2730c-12730c RM-578     ,,,
35339700,Nokia,2100NAM-2 (DCT-3)     ,,,
35339704,Nokia,E63-1RM-437 (BB5)     ,,,
35339800,Nokia,3310NHM-5NX (DCT-3)     ,,,
35339804,Nokia,2330c2330c-2 2332c RM-512 (BB5)   ,,,
35339900,Nokia,6100NPL-2 (DCT-4)     ,,,
35339904,Nokia,E5-00.2RM-634    ,,,
35340000,Nokia,2100NAM-2 (DCT-3)     ,,,
35340004,Nokia,50305030c-2 RM-524 (BB5)    ,,,
35340100,Sony Ericsson,T628 Ericsson T637 ,,,
35340104,Nokia,X3-00RM-540    ,,,
35340200,Sony Ericsson,T630 Ericsson ,,,
35340204,Nokia,6303ciRM-638    ,,,
35340300,Sony Ericsson,Z200 Ericsson ,,,
35340303,Allview,M3,,,
35340304,Nokia,N86-1RM-484    ,,,
35340400,Sony Ericsson,Z200 Ericsson ,,,
35340401,HTC,P3300Artemis XDA Orbit, MDA Compact III, Dopod P800   ,,,
35340404,Nokia,12021202-2 1203-2 RH-112 (DCT-4+)   ,,,
35340500,Melco,MobileCommunications Mitsubishi M750    ,,,
35340501,Sony Ericsson,Z558a Ericsson Z558i ,,,
35340504,Nokia,12021202-2 1203-2 RH-112 (DCT-4+)   ,,,
35340600,TCL,MobileCommunication 3188C     ,,,
35340601,Sony Ericsson,K750c Ericsson ,,,
35340603,Wishway,A280,,,
35340604,Nokia,1616-21616  RH-125     ,,,
35340700,DBTEL,Inc.DBTEL 8126C     ,,,
35340704,Nokia,1616-21616  RH-125     ,,,
35340800,Sewon,TelecomLtd SG-2890CD     ,,,
35340804,Nokia,1616-21616  RH-125     ,,,
35340900,Sewon,TelecomLtd SG-2320CD     ,,,
35340903,Pantech,C820,,,
35340904,Nokia,2690RM-635    ,,,
35341000,Panasonic,X60,,,
35341004,Nokia,2690RM-635    ,,,
35341100,Panasonic,X70EB-X70    ,,,
35341102,Sony Ericsson,T280i Ericsson ,,,
35341104,Nokia,2690RM-635    ,,,
35341200,Panasonic,P341iU,,,
35341204,Nokia,1800RM-653    ,,,
35341300,Maxon,DW-910,,,
35341304,Nokia,1280RM-647    ,,,
35341400,Sagem,myV-55,,,
35341401,Gradiente,GF760,,,
35341404,Nokia,1280RM-647    ,,,
35341500,Sagem,myV-55,,,
35341501,Sagem,my401Ci,,,
35341504,Nokia,E73RM-658    ,,,
35341600,Sierra,WirelessInc AirCard 800, SB800A   ,,,
35341603,LG,KM900f,,,
35341604,Nokia,50305030c-2 RM-524 (BB5)    ,,,
35341700,Siemens,AGA50 S30880-S5110     ,,,
35341702,Samsung,W299,,,
35341704,Nokia,2700c2700c-2 RM-561 (BB5)    ,,,
35341800,Sagem,myC2-2,,,
35341804,Nokia,1280RM-647    ,,,
35341900,Microcell,LtdSiemens C62     ,,,
35341901,Samsung,ElectronicsSGH-E496L    ,,,
35341904,Nokia,1280RM-647    ,,,
35342000,Microcell,LtdSiemens C62     ,,,
35342001,Samsung,ElectronicsSGH-E490L    ,,,
35342002,Samsung,M310,,,
35342004,Nokia,2690RM-635    ,,,
35342100,LC,ElectronicsLtd lc-gsm-modem, lc-gsm-aps    ,,,
35342102,Samsung,SGH-L810VSteel Vodafone     ,,,
35342104,Nokia,51305130c-2 RM-495     ,,,
35342200,Innovations,NPDINNOVATIONS GSM     ,,,
35342202,Sony Ericsson,T280i Ericsson ,,,
35342204,Nokia,X6-00RM-559    ,,,
35342300,TCL,MobileCommunication TCL3199     ,,,
35342301,GXQ,DT2388,,,
35342302,Fly,SX200     ,,,
35342304,Nokia,X2-00RM-618    ,,,
35342400,Ezze,MobileTech Inc Ezio E57FC   ,,,
35342404,Nokia,52305235  RM-588     ,,,
35342500,Maxon,MX-C99,,,
35342501,LG,ElectronicsKE260    ,,,
35342504,Nokia,2720a-22720a RM-519     ,,,
35342600,Yinvestment,InternationalCorp Ltd ELIYA PD58   ,,,
35342601,LG,ElectronicsKE850 Prada     ,,,
35342700,Bird,SC24,,,
35342701,Sony Ericsson,K800c Ericsson ,,,
35342800,Sewon,TelecomLtd SGD-101     ,,,
35342900,Sewon,TelecomLtd SGD-103     ,,,
35343000,Sewon,TelecomLtd SGD-106     ,,,
35343002,O2,XDA,,,
35343100,Sewon,TelecomLtd SGD-1000     ,,,
35343200,Sony Ericsson,T628 Ericsson T637 ,,,
35343300,Siemens,AGA50    ,,,
35343301,UBiQUiO,501,,,
35343302,Samsung,SGH-G800,,,
35343304,Samsung,C3510,,,
35343400,Siemens,AGMC60    ,,,
35343500,BenQ,J11,,,
35343502,Huawei,K3715,,,
35343503,EIROGA,2008,,,
35343504,Samsung,S5620Monte Onix Kabuki    ,,,
35343600,Quanta,ComputerPanasonic A100     ,,,
35343601,Samsung,SGH-E570,,,
35343602,Huawei,U3300,,,
35343603,Huawei,K3520,,,
35343700,Quanta,ComputerPanasonic A100     ,,,
35343800,Pantech,Q90,,,
35343900,Innolinx,CoLtd INNOLINX, INNO  79    ,,,
35343901,Research in Motion Ltd,Blackberry 8707v ,,,
35343902,Samsung,SGH-E250,,,
35343903,S-Mobile,N82Y+,,,
35344000,Wang,SingElectronic Ltd T31i-A+    ,,,
35344002,Samsung,SGH-E250,,,
35344003,S-Mobile,N95Y+,,,
35344100,Wang,SingElectronic Ltd Always C-101   ,,,
35344102,Samsung,SGH-E250,,,
35344200,Wang,SingElectronic Ltd Always C-102   ,,,
35344201,Dopod,C858,,,
35344203,d&#039,renoV1000     ,,,
35344300,Melco,MobileCommunications Mitsubishi M342i    ,,,
35344301,Samsung,ElectronicsSGH-C400L    ,,,
35344302,HTC,T2223Touch Viva     ,,,
35344303,d&#039,renoV900     ,,,
35344400,Bird,S1180C,,,
35344401,Samsung,SGH-D900,,,
35344500,ZTE,CorporationA100+    ,,,
35344501,Dopod,830,,,
35344600,ZTE,CorporationA300C    ,,,
35344602,Sony Ericsson,A2 Ericsson Pc300 USB-Modem ,,,
35344603,Sierra,WirelessMC8700    ,,,
35344700,Wan,ZhongCommunication, Shenzhen Soyea V8   ,,,
35344702,Sony Ericsson,S500c Ericsson ,,,
35344800,DBTEL,Inc.DBTEL  2150    ,,,
35344802,Sony Ericsson,W580c Ericsson ,,,
35344900,Nec,(UK)a611    ,,,
35344902,Sony Ericsson,T250a Ericsson T258c ,,,
35345000,Nec,(UK)a611    ,,,
35345001,Samsung,SGH-D900,,,
35345002,LG,KT525,,,
35345100,SangFei,ConsumerComms, Shenzhen SED 838+   ,,,
35345102,HTC,TouchPro    ,,,
35345200,Sagem,PilotProduct    ,,,
35345201,Samsung,SGH-E250E258    ,,,
35345300,Quanta,ComputerPanasonic X300     ,,,
35345400,SangFei,ConsumerComms, Shenzhen SED V619   ,,,
35345401,Samsung,SGH-A717,,,
35345402,Samsung,SGH-U700,,,
35345500,TelePaq,TechnologyInc TelePaq TM700    ,,,
35345502,Samsung,SPH-i325,,,
35345600,Sony Ericsson,Z1010 Ericsson ,,,
35345700,Sony Ericsson,Z1010 Ericsson ,,,
35345702,Samsung,SGH-C275,,,
35345800,Sunplus,CommunicationShanghai SP23     ,,,
35345900,Webook,InformationTech., Shenzhen ROWA  988    ,,,
35346000,Capitel,Co.Ltd., Beijing C8090    ,,,
35346100,Lenovo,LegendXoceco Lenovo G910    ,,,
35346103,J-Max,Dhoni,,,
35346200,Braemac,PtyLtd Braemac Telemetry Sys   ,,,
35346204,ZTE,MF628USB-Modem    ,,,
35346300,Guo,WeiElectronics, Shenzhen T68    ,,,
35346301,Samsung,SGH-E250,,,
35346302,HP,iPAQ910     ,,,
35346400,Keben,TelecomCo Ltd Keben  688    ,,,
35346401,Samsung,SGH-E250,,,
35346500,Compal,ElectronicsPalmax TG7     ,,,
35346600,Samsung,SGH-X108,,,
35346603,Samsung,ElectronicsE2210 Hello Kitty    ,,,
35346700,Samsung,SGH-X100,,,
35346702,Alcatel,OneTouch E101     ,,,
35346800,Samsung,SGH-X100,,,
35346801,GT,i88,,,
35346900,Samsung,SGH-X100,,,
35347000,Samsung,SGH-D108,,,
35347100,Iskraemeco,ECLLtd MT423     ,,,
35347103,Research in Motion Ltd,BlackBerry Curve  8900,,,
35347200,ACT''L,saeWON    ,,,
35347201,ASUSTeK,ComputerInc P526     ,,,
35347203,RIM,BlackBerry9500     ,,,
35347300,CEC,TelecomCo. Ltd. CECT FG525   ,,,
35347303,RIM,BlackBerry9500     ,,,
35347400,Panda,InternationalX70    ,,,
35347402,Huawei,EG162GUSB Modem     ,,,
35347403,Sigmatel,S95,,,
35347500,Siemens,AGMC60    ,,,
35347502,Huawei,EG162GUSB Modem K2540    ,,,
35347503,Sigmatel,N88,,,
35347600,Silverstar,SrLM2M-Arrow-G    ,,,
35347700,Codacom,TechnologiesCo Ltd GC801    ,,,
35347704,LG,GB102,,,
35347800,RTX,TelecomA/S RTX  5002   ,,,
35347900,Bird,V10,,,
35347901,Samsung,SGH-C417,,,
35348000,Wang,SingElectronic Ltd Always C-201   ,,,
35348002,Spice,D88n,,,
35348100,Siemens,AGCF62    ,,,
35348101,Samsung,ElectronicsSGH-X200    ,,,
35348200,Siemens,AGCF62    ,,,
35348201,Samsung,ElectronicsSGH-T519    ,,,
35348300,Siemens,AGCF62    ,,,
35348400,Siemens,AGCF62    ,,,
35348500,Siemens,AGCF62    ,,,
35348501,Samsung,ElectronicsSGH-A401    ,,,
35348600,Siemens,AGCF62    ,,,
35348601,HTC,S730,,,
35348604,BlackBerry,8520,,,
35348700,Siemens,AGCF62    ,,,
35348704,Blackberry,Curve  8520    ,,,
35348800,IO,Mobile(PTY) Ltd IO103    ,,,
35348801,Samsung,SGH-A706,,,
35348804,Blackberry,Curve  8520    ,,,
35348900,IO,Mobile(PTY) Ltd IO104    ,,,
35348901,Samsung,c128,,,
35349000,IO,Mobile(PTY) Ltd IO102    ,,,
35349004,Blackberry,Torch  9800  ATT    ,,,
35349100,Pantech,G600A,,,
35349104,Blackberry,Torch  9800  ATT    ,,,
35349200,Group,SensePDA Ltd Xplore G88   ,,,
35349300,Ubi,LabSD3C    ,,,
35349303,goldtel,T99,,,
35349400,Pantech,G300A,,,
35349401,Samsung,SGH-E590,,,
35349500,Prime,MobilePRD-800    ,,,
35349600,IO,Mobile(PTY) Ltd IO2200    ,,,
35349601,Samsung,SGH-E830,,,
35349700,IO,Mobile(PTY) Ltd IO100    ,,,
35349800,Bird,V5200,,,
35349801,LG,ElectronicsKU311    ,,,
35349802,LG,KM380c,,,
35349900,Bausch,DatacomNV InduBox GPRS    ,,,
35350000,Quanta,ComputerHitachi HTG-668, ULY HTG-668   ,,,
35350001,Lenovo,E300,,,
35350002,Sony Ericsson,K530i Ericsson ,,,
35350100,Quanta,ComputerPanasonic GD55     ,,,
35350102,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35350200,Panda,InternationalM88    ,,,
35350202,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35350203,FXD,S400,,,
35350300,Panda,InternationalX30    ,,,
35350302,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35350303,FXD,6100,,,
35350400,KBT,MobileCo Ltd K895    ,,,
35350402,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35350403,FXD,6200,,,
35350500,KBT,MobileCo Ltd K897    ,,,
35350501,Sony Ericsson,Z550a Ericsson Z550i ,,,
35350502,Nokia,2660RM-292    ,,,
35350503,FXD,H1,,,
35350600,KBT,MobileCo Ltd K896    ,,,
35350601,Sony Ericsson,K750c Ericsson ,,,
35350602,Nokia,2760RM-258 (DCT-4)     ,,,
35350700,Tresor,DataLtd Polaris P318C    ,,,
35350702,Nokia,E51-2RM-426 (BB5)     ,,,
35350800,Netron,Tech.Co Ltd oofy-i NHC-8000   ,,,
35350802,Nokia,6300RM-217 (BB5)     ,,,
35350900,Hong,KongVirtue Intl Holdings VIRTUE V700    ,,,
35350901,Samsung,SGH-X550,,,
35350902,Nokia,3110cRM-237 (BB5)     ,,,
35351000,Sendo,SND330/ S330     ,,,
35351002,Nokia,6300RM-217 (BB5)     ,,,
35351100,Motorola,V30xV400 E550 V5xx V600 MQ3-4411A11    ,,,
35351102,Nokia,6300RM-217 (BB5)     ,,,
35351200,Motorola,V300MQ3-4411A11    ,,,
35351201,Motorola,V600,,,
35351202,Nokia,1650RM-305 (DCT-4+)     ,,,
35351300,Motorola,RAZRV3 MQ3-4411H11     ,,,
35351302,Nokia,1650RM-305 (DCT-4+)     ,,,
35351400,Motorola,C650MQ3-4411C11    ,,,
35351401,LG,KG90n,,,
35351402,Nokia,1650RM-305 (DCT-4+)     ,,,
35351500,Motorola,C450MC3-41D14    ,,,
35351501,LG,ElectronicsKE800 Chocolate Platinum    ,,,
35351502,Nokia,1650RM-305 (DCT-4+)     ,,,
35351600,Motorola,V400PMQ3-4411A21    ,,,
35351602,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35351700,Motorola,M930,,,
35351702,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35351800,Motorola,V300MQ3-4411A11    ,,,
35351802,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35351900,Motorola,V525MQ3-4411A11    ,,,
35351902,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35352000,Motorola,C350C351 C353 C355 C356 C359 MC3-41D12   ,,,
35352002,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35352100,Motorola,V30xV400 E550 V5xx V600 MQ3-4411A11    ,,,
35352102,Nokia,2600c2600c-2 RM-340 (DCT-4+)    ,,,
35352200,Motorola,E398C698P MT3-411G21     ,,,
35352201,Siemens,AGA52    ,,,
35352202,Nokia,1200RH-99 (DCT-4+)     ,,,
35352302,Nokia,1200RH-99 (DCT-4+)     ,,,
35352303,Sigmatel-FXD,T33i,,,
35352400,Siemens,AGCF63    ,,,
35352402,Nokia,1200RH-99 (DCT-4+)     ,,,
35352500,Bird,F3,,,
35352502,Nokia,1200RH-99 (DCT-4+)     ,,,
35352503,HTC,Touch,,,
35352600,Bird,S1198,,,
35352602,Nokia,1200RH-99 (DCT-4+)     ,,,
35352700,Bird,V5500,,,
35352702,Nokia,1680c1680c-2 RM-394 (DCT-4+)    ,,,
35352802,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35352900,Enfora,L.P.GSM1208    ,,,
35352902,Nokia,1200,,,
35353000,Enfora,L.P.GSM1218    ,,,
35353002,Nokia,3555bRM-257    ,,,
35353100,Enfora,L.P.GSM2208    ,,,
35353102,Nokia,50005000d-2 RM-362 (DCT-4+)    ,,,
35353200,Enfora,L.P.GSM2308    ,,,
35353202,Nokia,1200RH-99 (DCT-4+)     ,,,
35353300,Enfora,L.P.GSM3208    ,,,
35353301,HTC,P3400Gene Dopod D600    ,,,
35353302,Nokia,1200RH-99 (DCT-4+)     ,,,
35353400,Darts,TechnologiesCorp Zetta A10    ,,,
35353402,Nokia,1200RH-99 (DCT-4+)     ,,,
35353500,Darts,TechnologiesCorp Hitachi HTG-830    ,,,
35353502,Nokia,1200RH-99 (DCT-4+)     ,,,
35353600,Darts,TechnologiesCorp iMobile e-80A    ,,,
35353601,TCL,Mobile,,,
35353602,Nokia,1200RH-99 (DCT-4+)     ,,,
35353700,Telsda,MobileGW1618    ,,,
35353702,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35353703,Xingtong,S085,,,
35353800,Siemens,AGCX65, CXV65, CXT65, CXO65   ,,,
35353802,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35353803,Voice,Mobile,,,
35353900,Siemens,AGCX65, CXV65, CXT65, CXO65   ,,,
35353902,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35354000,Siemens,AGCX65, CXV65, CXT65, CXO65   ,,,
35354001,Samsung,ElectronicsSGH-X840    ,,,
35354002,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35354100,Siemens,AGCX65 CX70     ,,,
35354102,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35354200,Siemens,AGCX65, CXV65, CXT65, CXO65   ,,,
35354201,Samsung,ElectronicsSGH-X166    ,,,
35354202,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35354300,TCL,MobileCommunication TCL GC06-1    ,,,
35354302,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35354304,LG,GS290,,,
35354400,CEC,TelecomCo. Ltd. CECT FG830   ,,,
35354402,Nokia,12081209  RH-105 (DCT-4+)    ,,,
35354500,VK,CorporationVK500N    ,,,
35354502,Nokia,50005000d-2 RM-362 (DCT-4+)    ,,,
35354600,Chabridge,TelecomCo Ltd VK530    ,,,
35354602,Nokia,N73-1RM-133 (BB5)     ,,,
35354700,VK,CorporationVK540    ,,,
35354702,Nokia,6500s-1RM-240 (BB5)     ,,,
35354800,VK,CorporationVG207i    ,,,
35354802,Nokia,N73-1RM-133 (BB5)     ,,,
35354900,Samsung,SGH-Z105,,,
35354902,Nokia,N958GB RM-321 (BB5)    ,,,
35355000,Eastern,CommunicationCo. Ltd EG831    ,,,
35355002,Nokia,7310cRM-379 (BB5)     ,,,
35355100,Eastern,CommunicationCo. Ltd EG833    ,,,
35355200,Eastern,CommunicationCo. Ltd EG835C    ,,,
35355203,ZTE,CorporationMF626 USB Modem    ,,,
35355300,Eastern,CommunicationCo. Ltd EG888C    ,,,
35355302,Samsung,SGH-V820L,,,
35355400,Matsushita,NAIS,,,
35355500,Eastern,CommunicationCo. Ltd EG900    ,,,
35355600,Eastern,CommunicationCo. Ltd EG910    ,,,
35355700,Codacom,TechnologiesCo Ltd GC800    ,,,
35355800,Lenovo,LegendXoceco Lenovo V508    ,,,
35355801,Nokia,6085,,,
35355804,Huawei,E1750USB Modem     ,,,
35355900,Pantech,G605,,,
35355902,malata,K3,,,
35356000,Chabridge,TelecomCo Ltd VK500N    ,,,
35356100,Chabridge,TelecomCo Ltd VK530    ,,,
35356200,Siemens,AGMC55 MC56 MC58 XT55 XF55    ,,,
35356300,Siemens,AGMC55 MC56 MC58 XT55 XF55    ,,,
35356303,Simoco,SM234,,,
35356400,Nec,(UK)e228 c228 e323    ,,,
35356403,goldtel,S99,,,
35356500,Nec,(UK)c228 e228     ,,,
35356503,goldtel,c10000,,,
35356600,Psitek,Jembi,,,
35356601,Samsung,ElectronicsSGH-X660    ,,,
35356602,Samsung,SGH-L760,,,
35356693,ZTE,X761,,,
35356700,E28,(Shanghai)Limited E2800+     ,,,
35356703,Goldtel,T99i,,,
35356800,CEC,TelecomCo. Ltd. CECT e2800+   ,,,
35356803,OZTIL,S109,,,
35356900,Quanta,ComputerPanasonic GD55     ,,,
35356903,Verson,VX99,,,
35357000,Wistron,CorporationST100    ,,,
35357003,Anycool,S24,,,
35357100,Alcatel,OneTouch  756  TH4    ,,,
35357200,Bird,V99,,,
35357300,Bird,V98,,,
35357400,ASUSTeK,ComputerInc GEM02A     ,,,
35357500,Wonu,TelecomCo Ltd WGM1893C    ,,,
35357600,Vitaphone,GmbHVitaphone  1300  /  2300    ,,,
35357700,Alcatel,OneTouch  756  TH4    ,,,
35357800,Samsung,SGH-A800,,,
35357804,ZTE,SFR-151,,,
35357900,Arima,CommunicationArima  2853    ,,,
35357901,Simcom,SIM300,,,
35358000,Nicon,Systems(Pty) Ltd CPhone    ,,,
35358100,Wintecronics,LtdInternet Flyer     ,,,
35358200,LG,ElectronicsC1100    ,,,
35358201,BenQ,CoLtd BenQ-Siemens CF61    ,,,
35358203,Samsung,SGH-C3050,,,
35358300,LG,ElectronicsC1200    ,,,
35358301,BenQ,CoLtd BenQ-Siemens EF61    ,,,
35358303,Samsung,S5600,,,
35358400,LG,ElectronicsL1100    ,,,
35358401,BenQ,CoLtd BenQ-Siemens EF61    ,,,
35358403,Hansum,M30,,,
35358500,China,KejianCorporation Ltd. K680    ,,,
35358501,BenQ,CoLtd BenQ-Siemens EF61    ,,,
35358600,Samsung,SGH-E308,,,
35358601,BenQ,CoLtd BenQ-Siemens EF91    ,,,
35358603,Hansum,M40,,,
35358700,Samsung,SGH-E308,,,
35358701,BenQ,CoLtd BenQ-Siemens EF91    ,,,
35358703,Digiphone,K800I,,,
35358800,Samsung,SGH-C100,,,
35358801,BenQ,CoLtd BenQ-Siemens S81    ,,,
35358802,Hualu,C3810,,,
35358822,Nokia,1600,,,
35358900,Samsung,SGH-A800,,,
35358901,BenQ,CoLtd BenQ-Siemens S81    ,,,
35358902,Hualu,C2880,,,
35359000,Lenovo,LegendXoceco Lenovo E600    ,,,
35359100,Pantech,GF200,,,
35359200,Siemens,AGC55 L55 Tuna S30880-S5600   ,,,
35359300,VK,CorporationVK207i    ,,,
35359302,Uriver,UR80,,,
35359400,VK,CorporationVK580    ,,,
35359402,Hualu,C3810,,,
35359500,Chabridge,TelecomCo Ltd VK580    ,,,
35359502,Hualu,C2880,,,
35359600,BenQ,M100,,,
35359700,BenQ,M300,,,
35359800,Dalian,DaxianTelecom Co Ltd D6310   ,,,
35359900,Guo,WeiElectronics, Shenzhen TP U8600   ,,,
35359902,ZTE,CorporationVodafone 228FM     ,,,
35360000,Bellwave,Co.Ltd. VOXTEL SC-100    ,,,
35360100,LG,ElectronicsLG-G610    ,,,
35360101,Motorola,MotofoneF3 MC3-41J11     ,,,
