TAC,Manufacturer,Model,HW-Type,OS,Year
35019800,Samsung,SGH-A308,,,
35019889,Samsung,Electronics SGH-A308     ,,,
35019900,Matsushita,PanasonicGD80    ,,,
35019972,Panasonic,MobileCommunications Co Ltd GD80   ,,,
35020000,Nec,NTTDocomo N2001 N2002 FOMA   ,,,
35020100,Matsushita,NTTDocomo P2001 FOMA    ,,,
35020200,Matsushita,NTTDocomo P2101V FOMA    ,,,
35020300,Matsushita,NTTDocomo P2401 FOMA    ,,,
35020400,Sharp,NTTDocomo SH2101V SHV2102V    ,,,
35020500,Fujitsu,LtdNTT Docomo F2601 F2611 FOMA FMP01-001   ,,,
35020600,Mitsubishi,ElectricFOMA D2101V, D2102V    ,,,
35020800,Nec,CS-2000Voice Turnup Test    ,,,
35020900,Toshiba,CorporationFOMA T2102V     ,,,
35021000,Nec,J-N001RN-T001    ,,,
35021100,Sony Ericsson,NTT Ericsson SO2201M FOMA ,,,
35021200,Sanyo,ElectricCo Ltd SUP-100    ,,,
35021300,Sharp,W-001,,,
35021400,Matsushita,NTTDocomo P002 FOMA    ,,,
35021500,Fujitsu,LtdNTT Docomo F2051 FOMA FMP02-SANREMO    ,,,
35021600,Nec,NTTDocomo N2051 FOMA    ,,,
35021700,Matsushita,NTTDocomo P2102V FOMA    ,,,
35021800,Nec,NTTDocomo N2701 FOMA IPN2000   ,,,
35021900,Nec,CCU-WA,,,
35022000,Nec,V-N701,,,
35022100,Fujitsu,LtdNTT Docomo F2402 FOMA FMP03-PARSLEY    ,,,
35022200,Sanyo,ElectricCo Ltd S750    ,,,
35022300,Fujitsu,LtdNTT Docomo F2102V FOMA FMP04-CYPRUS    ,,,
35022400,Nec,NTTDocomo N2102V FOMA KMP7L1A1-1A   ,,,
35022500,Nec,KMP7N3A1-1A,,,
35022600,Nec,KMP6H2A1-1A,,,
35022700,Nec,KMP6H2B1-1A,,,
35022800,Sharp,V-SH701V-801SH    ,,,
35022900,Matsushita,NTTDocomo P2402 FOMA    ,,,
35023000,Nec,KMP7M2C2-2A,,,
35023100,Ando,TM200,,,
35023200,Mitsubishi,ElectricMT-0WM02G0R25    ,,,
35023300,Fujitsu,LtdNTT Docomo F900i FOMA FMP05-SAFARI    ,,,
35023400,Fujitsu,LtdNTT Docomo F900iT FOMA FMP06-MONTEREY    ,,,
35023500,Nec,NTTDocomo N900i FOMA KMP7L1A1-2A   ,,,
35023600,Sharp,NTTDocomo SH900i     ,,,
35023700,Matsushita,NTTDocomo P900i FOMA    ,,,
35023800,Seiko,VC701SI,,,
35023900,Matsushita,NTTDocomo P900iV FOMA    ,,,
35024000,Fujitsu,LtdNTT Docomo F900iC FOMA FMP08-RUBY    ,,,
35024100,Fujitsu,LtdFMP07-CMMR    ,,,
35024200,Matsushita,FD-P01,,,
35024300,Nec,NTTDocomo N900iS FOMA KMP7L1A1-3A   ,,,
35024400,Nec,KMP7N3A2-1A,,,
35024500,Fujitsu,LtdFMP09-LUCAS    ,,,
35024600,Nec,KMP7L1A1-1A,,,
35024700,Nec,KMP7M2N1-1A,,,
35024800,Fujitsu,LtdFMP10-DBMR    ,,,
35024900,Nec,NTTDocomo N900i FOMA    ,,,
35025000,Nec,KMP7H2H1-1A,,,
35025100,Matsushita,NTTDocomo P900i FOMA    ,,,
35025200,Nec,KMP7L1C1-1A,,,
35025300,Matsushita,EB-3078A,,,
35025400,Nec,NTTDocomo N900iG FOMA    ,,,
35025700,Sharp,902SHSX813    ,,,
35026300,Sharp,802SH,,,
35026500,Matsushita,NTTDocomo P900i FOMA    ,,,
35026600,Sharp,NTTDocomo SH900i     ,,,
35026900,Nec,NTTDocomo N900iS FOMA    ,,,
35027600,Matsushita,NTTDocomo P900i FOMA    ,,,
35027900,Nec,NTTDocomo N900iS FOMA    ,,,
35028700,FOMA,SH901i,,,
35028900,Sharp,TelecommunicationsEurope V703SH     ,,,
35029900,Panasonic,FOMAP700i    ,,,
35030000,Arima,CommunicationM200A2 / M200B2    ,,,
35030100,Siemens,AGMC35 MC35T Cellular Engine   ,,,
35030141,Siemens,AGMC35    ,,,
35030200,Samsung,SGH-A400,,,
35030201,Samsung,Electronics SGH-A400     ,,,
35030209,Samsung,ElectronicsSGH-A400    ,,,
35030220,Samsung,ElectronicsSGH-A400    ,,,
35030288,Samsung,Electronics SGH-A400     ,,,
35030292,Samsung,Electronics SGH-A400     ,,,
35030299,Samsung,ElectronicsSGH-A400    ,,,
35030300,Xiamen,ChabridgeTelecom Equipment PTMC600    ,,,
35030400,Compaq,iPAQ,,,
35030401,OPTION,International Compaq iPAQ    ,,,
35030500,LG,ElectronicsLGG510    ,,,
35030526,LG,ElectronicsKG800 Chocolate     ,,,
35030600,CECT,56D80,,,
35030700,Samsung,SGH-A408,,,
35030799,Samsung,Electronics SGH-A408     ,,,
35030800,SOLOMON,SCG8212,,,
35030900,SOLOMON,WirelessSCG8207    ,,,
35031000,SOLOMON,WirelessSCG8208    ,,,
35031100,SOLOMON,WirelessSCM8501    ,,,
35031200,HTC,WallabyXDA, MDA, Qtek 1020, Dopod  686  ,,,
35031201,HTC,QTEK1010,,,
35031300,HTC,WallabyXDA, MDA, Qtek 1020, Dopod  686  ,,,
35031301,High,Tech.Computer Corp. PW10A2    ,,,
35031400,HTC,WallabyXDA, MDA, Qtek 1020, Dopod  686  ,,,
35031401,High,Tech.Computer Corp. PW10B1    ,,,
35031500,High,Tech.Computer Corp. PW10B2    ,,,
35031600,Ericsson,SwedenT65s 1101901-BV     ,,,
35031619,Ericsson,T65S,,,
35031620,Ericsson,T65S,,,
35031642,Ericsson,T65S,,,
35031643,Ericsson,T65S,,,
35031644,Ericsson,T65S,,,
35031645,Ericsson,T65S,,,
35031651,Ericsson,T65S,,,
35031661,Ericsson,T65S,,,
35031662,Ericsson,T65S,,,
35031663,Ericsson,T65S,,,
35031669,Ericsson,T65S,,,
35031671,Ericsson,T65S,,,
35031680,Ericsson,T65S,,,
35031700,Ericsson,SwedenT65s 1101901-BV     ,,,
35031719,Ericsson,T65S,,,
35031720,Ericsson,T65S,,,
35031742,Ericsson,T65S,,,
35031743,Ericsson,T65S,,,
35031744,Ericsson,T65S,,,
35031745,Ericsson,T65S,,,
35031751,Ericsson,T65S,,,
35031761,Ericsson,T65S,,,
35031762,Ericsson,T65S,,,
35031763,Ericsson,T65S,,,
35031769,Ericsson,T65S,,,
35031771,Ericsson,T65S,,,
35031780,Ericsson,T65S,,,
35031800,Ericsson,SwedenT65s 1101901-BV     ,,,
35031900,Ericsson,SwedenT65s 1101901-BV     ,,,
35032000,Ericsson,SwedenT65s 1101901-BV     ,,,
35032100,Ericsson,SwedenT65s 1101901-CN     ,,,
35032119,Ericsson,T65S,,,
35032120,Ericsson,T65S,,,
35032142,Ericsson,T65S,,,
35032143,Ericsson,T65S,,,
35032144,Ericsson,T65S,,,
35032145,Ericsson,T65S,,,
35032151,Ericsson,T65S,,,
35032161,Ericsson,T65S,,,
35032162,Ericsson,T65S,,,
35032163,Ericsson,T65S,,,
35032169,Ericsson,T65S,,,
35032171,Ericsson,T65S,,,
35032180,Ericsson,T65S,,,
35032200,Ericsson,SwedenT65s 1101901-CN     ,,,
35032271,Ericsson,T65    ,,,
35032300,Ericsson,SwedenT65s 1101901-CN     ,,,
35032352,Ericsson,T65    ,,,
35032400,Sony Ericsson,T68i Ericsson T68m 1130201-BV ,,,
35032419,Sony-Ericsson,T68m,,,
35032442,Sony-Ericsson,T68m,,,
35032445,Sony-Ericsson,T68m,,,
35032451,Sony-Ericsson,T68m,,,
35032461,Sony-Ericsson,T68m,,,
35032462,Sony-Ericsson,T68m,,,
35032463,Sony-Ericsson,T68m,,,
35032471,Sony-Ericsson,T68m,,,
35032500,Ericsson,SwedenT68m 1130201-BV     ,,,
35032600,Ericsson,SwedenT68m 1130201-BV     ,,,
35032700,Ericsson,SwedenT68m 1130201-BV     ,,,
35032800,Ericsson,SwedenT68m 1130201-BV     ,,,
35032900,Sony Ericsson,T68i Ericsson ,,,
35032919,Sony-Ericsson,T68i,,,
35032942,Sony-Ericsson,T68i,,,
35032945,Sony-Ericsson,T68i,,,
35032951,Sony-Ericsson,T68i,,,
35032961,Sony-Ericsson,T68i,,,
35032962,Sony-Ericsson,T68i,,,
35032963,Sony-Ericsson,T68i,,,
35032971,Sony-Ericsson,T68i,,,
35033000,Ericsson,SwedenT68mc 1130201-CN     ,,,
35033100,Ericsson,SwedenT68mc 1130201-CN     ,,,
35033200,Siemens,AGMC37 Cellular Engine    ,,,
35033300,Windhorst,WE-H1,,,
35033301,Windhorst,WE-H1    ,,,
35033400,Viable,KoreaMagic    ,,,
35033401,VIABLE,Magic    ,,,
35033500,Quanta,ComputerNingo Bird Q1600    ,,,
35033600,Bellwave,BGP-1000,,,
35033700,Garmin,NavTalk,,,
35033701,Garmin,CEC    ,,,
35033800,Ericsson,SwedenT66m 1130401-BV     ,,,
35033835,Sony-Ericsson,T66,,,
35033863,Sony-Ericsson,T66,,,
35033886,Sony-Ericsson,T66,,,
35033900,Ericsson,SwedenT66m 1130401-BV     ,,,
35034000,Ericsson,SwedenT66m 1130401-BV     ,,,
35034100,Ericsson,SwedenT66m 1130401-BV     ,,,
35034200,Ericsson,SwedenT66m 1130401-BV     ,,,
35034300,Ericsson,SwedenT66mc 1130401-CN     ,,,
35034335,Ericsson,T66    ,,,
35034400,Ericsson,SwedenT66mc 1130401-CN     ,,,
35034463,Ericsson,T66    ,,,
35034500,Ericsson,SwedenT66mc 1130401-CN     ,,,
35034569,Ericsson,T66    ,,,
35034700,Ericsson,SwedenT68i 1130202-BV     ,,,
35034800,LG,ElectronicsLG510W    ,,,
35034826,LG,Electronics G510W     ,,,
35034866,LG,Electronics LG-510W     ,,,
35034900,Amoi,A8,,,
35034902,Amoisonic,ElectronicsCo. Ltd. A8    ,,,
35035000,Amoi,A6,,,
35035011,Amoisonic,ElectronicsCo. Ltd. A6    ,,,
35035100,Sony Ericsson,R600 Ericsson ,,,
35035162,Sony,R600,,,
35035171,Ericsson,R600    ,,,
35035182,Sony,R600,,,
35035200,Ericsson,SwedenR600s 1102001-BV     ,,,
35035262,Sony,R600,,,
35035282,Sony,R600,,,
35035300,Ericsson,SwedenR600s 1102001-BV     ,,,
35035362,Sony,R600,,,
35035371,Ericsson,R600    ,,,
35035382,Sony,R600,,,
35035400,Sony Ericsson,R600 Ericsson ,,,
35035462,Sony,R600,,,
35035471,Ericsson,R600    ,,,
35035482,Sony,R600,,,
35035500,Ericsson,SwedenR600s 1102001-BV     ,,,
35035582,Ericsson,R600    ,,,
35035600,Ericsson,SwedenR600sc 1102001-CN     ,,,
35035682,Ericsson,1102001-CN    ,,,
35035700,Ericsson,SwedenR600sc 1102001-CN     ,,,
35035800,Ericsson,SwedenR600sc 1102001-CN     ,,,
35036100,Quanta,ComputerAV1 SL500 TCC Q285   ,,,
35036200,CEC,TelecomCo. Ltd. CECT  9656    ,,,
35036300,Eastern,CommunicationCo. Ltd EG888    ,,,
35036301,Eastcom,EG888,,,
35036400,BenQ,Konka7388,,,
35036402,KONKA,Konka  7388    ,,,
35036500,Arima,CommunicationM2100    ,,,
35036503,Arima,CommunicationM2100    ,,,
35036600,CEC,TelecomCo. Ltd. CECT  9680    ,,,
35036700,Bird,G100,,,
35036701,Ningbo,BirdSagem Electronics Co Ltd G100    ,,,
35036800,Ericsson,SpainF221/51m, F2411/12/13m 0100101-BV    ,,,
35036900,ACeS,InternationalLimited R190 1150101-BV    ,,,
35037000,Solectron,ScotlandLimited R190 Ericsson 1150101-BV   ,,,
35037100,Sony Ericsson,T68i Ericsson ,,,
35037119,Sony-Ericsson,T68i,,,
35037142,Sony-Ericsson,T68i,,,
35037145,Sony-Ericsson,T68i,,,
35037151,Sony-Ericsson,T68i,,,
35037161,Sony-Ericsson,T68i,,,
35037162,Sony-Ericsson,T68i,,,
35037163,Sony-Ericsson,T68i,,,
35037171,Sony-Ericsson,T68i,,,
35037188,Sony-Ericsson,T68i    ,,,
35037200,Sony Ericsson,T68i Ericsson ,,,
35037219,Sony-Ericsson,T68i,,,
35037242,Sony-Ericsson,T68i,,,
35037245,Sony-Ericsson,T68i,,,
35037251,Sony-Ericsson,T68i,,,
35037261,Sony-Ericsson,T68i,,,
35037262,Sony-Ericsson,T68i,,,
35037263,Sony-Ericsson,T68i,,,
35037271,Sony-Ericsson,T68i,,,
35037300,Ericsson,SwedenT68i 1130202-BV     ,,,
35037319,Sony-Ericsson,T68i,,,
35037342,Sony-Ericsson,T68i,,,
35037345,Sony-Ericsson,T68i,,,
35037351,Sony-Ericsson,T68i,,,
35037361,Sony-Ericsson,T68i,,,
35037362,Sony-Ericsson,T68i,,,
35037363,Sony-Ericsson,T68i,,,
35037371,Sony-Ericsson,T68i,,,
35037400,Ericsson,SwedenT68i 1130202-BV     ,,,
35037419,Sony-Ericsson,T68i,,,
35037442,Sony-Ericsson,T68i,,,
35037443,Sony-Ericsson,T68i    ,,,
35037445,Sony-Ericsson,T68i,,,
35037451,Sony-Ericsson,T68i,,,
35037461,Sony-Ericsson,T68i,,,
35037462,Sony-Ericsson,T68i,,,
35037463,Sony-Ericsson,T68i,,,
35037471,Sony-Ericsson,T68i,,,
35037500,Ericsson,SwedenT68i 1130202-BV     ,,,
35037600,Ericsson,SwedenT68ic 1130202-CN     ,,,
35037619,Sony-Ericsson,T68i,,,
35037642,Sony-Ericsson,T68i,,,
35037645,Sony-Ericsson,T68i,,,
35037651,Sony-Ericsson,T68i,,,
35037661,Sony-Ericsson,T68i,,,
35037662,Sony-Ericsson,T68i,,,
35037663,Sony-Ericsson,T68i,,,
35037671,Sony-Ericsson,T68i,,,
35037700,Ericsson,SwedenT68ic 1130202-CN     ,,,
35037800,Ericsson,SwedenT68ic 1130202-CN     ,,,
35037900,Ericsson,SpainF221/51m, F2411/12/13m 0130101-BV    ,,,
35037901,Ericsson,F221,,,
35037902,Ericsson,F221,,,
35038000,Tresor,DataLtd Ray     ,,,
35038100,Tresor,DataLtd Enigma     ,,,
35038103,Tresor,DataLtd Enigma     ,,,
35038200,Siemens,AGAC35 Cellular Engine    ,,,
35038300,Ericsson,SwedenCMD-J70c    ,,,
35038400,LG,ElectronicsLG512W    ,,,
35038500,LG,ElectronicsLG601    ,,,
35038900,Ericsson,SwedenGM47 6100501-BV GSM-Module    ,,,
35038983,Ericsson,GM47,,,
35039000,Chi,MeiComm. Systems Inc Newton   ,,,
35039001,Chi,MeiComm. Systems Inc. CMCS NEWTON    ,,,
35039100,Chi,MeiComm. Systems Inc. CMCS Edison    ,,,
35039101,Chi,MeiComm. Systems Inc. CMCS EDISON    ,,,
35039200,Chi,MeiComm. Systems Inc. HP F4357A    ,,,
35039300,Chi,MeiComm. Systems Inc. Audiovox RTM8000 EDS01   ,,,
35039301,Chi,MeiComm. Systems Inc. Audiovox RTM8000    ,,,
35039400,Ericsson,SwedenGC75 6130201-BV     ,,,
35039480,Sony-Ericsson,GC75    ,,,
35039500,VK,CorporationVK Mobile     ,,,
35039600,Vitelcom,MobileTechnology SA Epsilon Malaga   ,,,
35039601,Vitelcom,MobileTechnology SA TSM4    ,,,
35039700,Arima,CommunicationM2100    ,,,
35039800,Amoi,A6+,,,
35039900,Orange,SPV,,,
35039901,Orange,SPV,,,
35040000,High,Tech.Computer Corp. PC20B    ,,,
35040001,Orange,SPVE100    ,,,
35040100,Curitel,CommunicationsNeomi    ,,,
35040200,Tresor,DataLtd T401F     ,,,
35040300,Sony Ericsson,T200 Ericsson ,,,
35040319,Sony-Ericsson,T200,,,
35040342,Sony-Ericsson,T200,,,
35040345,Sony-Ericsson,T200,,,
35040351,Sony-Ericsson,T200,,,
35040361,Sony-Ericsson,T200,,,
35040362,Sony-Ericsson,T200,,,
35040363,Sony-Ericsson,T200,,,
35040371,Sony-Ericsson,T200,,,
35040382,Sony-Ericsson,T200,,,
35040400,Ericsson,SwedenT200 1130501-BV     ,,,
35040419,Sony-Ericsson,T200,,,
35040442,Sony-Ericsson,T200,,,
35040445,Sony-Ericsson,T200,,,
35040451,Sony-Ericsson,T200,,,
35040461,Sony-Ericsson,T200,,,
35040462,Sony-Ericsson,T200,,,
35040463,Sony-Ericsson,T200,,,
35040471,Sony-Ericsson,T200,,,
35040482,Sony-Ericsson,T200,,,
35040500,Ericsson,SwedenT200 1130501-BV     ,,,
35040519,Sony-Ericsson,T200,,,
35040542,Sony-Ericsson,T200,,,
35040545,Sony-Ericsson,T200,,,
35040551,Sony-Ericsson,T200,,,
35040561,Sony-Ericsson,T200,,,
35040562,Sony-Ericsson,T200,,,
35040563,Sony-Ericsson,T200,,,
35040571,Sony-Ericsson,T200,,,
35040582,Sony-Ericsson,T200,,,
35040590,Sony-Ericsson,T200    ,,,
35040600,Ericsson,SwedenT200c 1130501-CN     ,,,
35040619,Sony-Ericsson,T200,,,
35040642,Sony-Ericsson,T200,,,
35040645,Sony-Ericsson,T200,,,
35040651,Sony-Ericsson,T200,,,
35040661,Sony-Ericsson,T200,,,
35040662,Sony-Ericsson,T200,,,
35040663,Sony-Ericsson,T200,,,
35040671,Sony-Ericsson,T200,,,
35040682,Sony-Ericsson,T200,,,
35040700,Ericsson,SpainF221/51m, F2411/12/13m 0130101-BV    ,,,
35040800,Ericsson,SpainF250m 0130102-BV     ,,,
35040801,Ericsson,F250,,,
35040802,Ericsson,F250,,,
35040900,Ericsson,SwedenT68cs T68i 1130203-BV    ,,,
35040988,Ericsson,1130203-BV,,,
35041000,Ericsson,Sweden1330203-BV 1330203-BV     ,,,
35041100,Ericsson,SwedenT68is 1130203-BV     ,,,
35041200,Ericsson,SwedenT68is 1130203-BV     ,,,
35041300,Ericsson,Sweden 1130203-CN     ,,,
35041400,Microcell,LtdGM818    ,,,
35041463,Microcell,LtdGM818    ,,,
35041500,Ericsson,SwedenT200c 1130501-CN     ,,,
35041600,Toplux,HKLtd C-288     ,,,
35041601,VK,CorporationToplux    ,,,
35041602,VK,CorporationToplux    ,,,
35041700,VK,CorporationCG107    ,,,
35041701,VK,CorporationCG107    ,,,
35041800,Soutec,TechnologyCo Ltd Soutec    ,,,
35042000,Ares,CommunicationsDBTEL DB-2048     ,,,
35042002,Ares,Communications DBTEL DB-2048    ,,,
35042100,Siemens,AGCL50    ,,,
35042101,Panasonic,MobileCommunications Co Ltd G50   ,,,
35042103,Quanta,ComputerQuanta DG1 / DINGHY   ,,,
35042200,Sony Ericsson,T600 Ericsson ,,,
35042235,Sony-Ericsson,T600,,,
35042245,Sony-Ericsson,T600,,,
35042262,Sony-Ericsson,T600,,,
35042263,Sony-Ericsson,T600,,,
35042271,Sony-Ericsson,T600,,,
35042300,Ericsson,SwedenT600 T602 1130402-BV    ,,,
35042400,Ericsson,SwedenT600 1130402-CN     ,,,
35042435,Sony-Ericsson,T600,,,
35042445,Sony-Ericsson,T600,,,
35042462,Sony-Ericsson,T600,,,
35042463,Sony-Ericsson,T600,,,
35042471,Sony-Ericsson,T600,,,
35042500,Curitel,CommunicationsGX-108C    ,,,
35042600,Tresor,DataLtd DW-3288     ,,,
35042700,Sony Ericsson,T300 Ericsson ,,,
35042745,Sony-Ericsson,T300,,,
35042761,Sony-Ericsson,T300,,,
35042762,Sony-Ericsson,T300,,,
35042771,Sony-Ericsson,T300,,,
35042788,Sony-Ericsson,T300,,,
35042800,Ericsson,SwedenT300 1130601-BV     ,,,
35042845,Sony-Ericsson,T300,,,
35042861,Sony-Ericsson,T300,,,
35042862,Sony-Ericsson,T300,,,
35042871,Sony-Ericsson,T300,,,
35042888,Sony-Ericsson,T300,,,
35042900,Ericsson,SwedenT300 1130601-BV     ,,,
35043000,Ericsson,SwedenT300 1130601-BV     ,,,
35043100,Ericsson,SwedenT300 1130601-BV     ,,,
35043200,Ericsson,SwedenT300c 1130601-CN     ,,,
35043245,Sony-Ericsson,T300,,,
35043261,Sony-Ericsson,T300,,,
35043262,Sony-Ericsson,T300,,,
35043271,Sony-Ericsson,T300,,,
35043288,Sony-Ericsson,T300,,,
35043300,Ericsson,SwedenT300c 1130601-CN     ,,,
35043400,Ericsson,SwedenT300c 1130601-CN     ,,,
35043500,Bellwave,Co.Ltd. BGP-P10     ,,,
35043600,Bird,BirdV08    ,,,
35043601,Ningbo,BirdSagem Electronics Co Ltd Bird    ,,,
35043610,Ningbo,BirdSagem Electronics Co Ltd Bird    ,,,
35043700,GTRAN,DotSufer,,,
35043800,Ericsson,Spain 0130103-BV     ,,,
35043900,Ericsson,Spain 0130104-BV     ,,,
35044000,Capitel,Co.Ltd., Beijing C5088    ,,,
35044001,Beijing,Capitel    ,,,
35044100,Nanjing,PandaIntern GM958     ,,,
35044163,Nanjing,PandaIntern GM958     ,,,
35044200,Panda,InternationalGM968    ,,,
35044263,Nanjing,PandaIntern GM958     ,,,
35044300,Ericsson,SwedenP800 7130501-BV     ,,,
35044310,Sony-Ericsson,P800,,,
35044345,Sony-Ericsson,P800,,,
35044361,Sony-Ericsson,P800,,,
35044362,Sony-Ericsson,P800,,,
35044400,Ericsson,SwedenP802 7130501-CN     ,,,
35044410,Ericsson,P802    ,,,
35044462,Ericsson,P802    ,,,
35044500,Quanta,ComputerDinghy Siemens  8008  / CL50    ,,,
35044600,Siemens,AGA50    ,,,
35044610,Siemens,AGA50    ,,,
35044637,Siemens,AGA50    ,,,
35044651,Siemens,AGA50    ,,,
35044652,Siemens,AGA50    ,,,
35044653,Siemens,AGA50    ,,,
35044670,Siemens,AGA50    ,,,
35044671,Siemens,AGA50    ,,,
35044700,Siemens,AG41336  Siemens  1168   ,,,
35044737,Siemens,AG1168    ,,,
35044800,Quanta,ComputerVenice VE1, Panasonic EB-GD55   ,,,
35044801,Quanta,ComputerVenice VE1     ,,,
35044804,Panasonic,MobileCommunications Co Ltd GD55   ,,,
35045000,Siemens,AGMC45 Cellular Engine    ,,,
35045041,Siemens,AGMC45    ,,,
35045100,Siemens,AGMC368 Cellular Engine    ,,,
35045200,Siemens,AGMC388 Cellular Engine    ,,,
35045241,Siemens,AGMC388    ,,,
35045300,Siemens,AGMC389 Cellular Engine    ,,,
35045400,CEC,TelecomCo. Ltd. CECT  928    ,,,
35045500,Bellwave,Co.Ltd. BGP-BD10     ,,,
35045600,Microcell,LtdGM828    ,,,
35045700,Panda,InternationalGM100    ,,,
35045800,Pantech,Cute,,,
35045900,Dalian,DaxianTelecom Co Ltd D3100   ,,,
35046000,Telsda,MobileSG  4500    ,,,
35046001,Telsda,MobileCommunication, Shenzen SG-4500    ,,,
35046032,Telsda,MobileCommunication, Shenzen SG-4500    ,,,
35046100,Ericsson,SwedenT65s 1101901-BV     ,,,
35046119,Ericsson,T65S,,,
35046120,Ericsson,T65S,,,
35046142,Ericsson,T65S,,,
35046143,Ericsson,T65S,,,
35046144,Ericsson,T65S,,,
35046145,Ericsson,T65S,,,
35046151,Ericsson,T65S,,,
35046161,Ericsson,T65S,,,
35046162,Ericsson,T65S,,,
35046163,Ericsson,T65S,,,
35046169,Ericsson,T65S,,,
35046171,Ericsson,T65S,,,
35046180,Ericsson,T65S,,,
35046200,Ericsson,SwedenA3618s 1101801-BV     ,,,
35046280,Ericsson,A3618s    ,,,
35046281,Ericsson,A3618S,,,
35046300,Ericsson,SwedenT100 1102101-BV     ,,,
35046380,Sony-Ericsson,T100,,,
35046390,Sony-Ericsson,T100    ,,,
35046400,Ericsson,SwedenT100 1102101-BV     ,,,
35046480,Sony-Ericsson,T100    ,,,
35046481,Sony-Ericsson,T100,,,
35046500,Ericsson,SwedenT100c T105c 1102101-CN    ,,,
35046580,Sony-Ericsson,T100,,,
35046600,Ericsson,SwedenT100c T105c 1102101-CN    ,,,
35046662,Sony-Ericsson,T100    ,,,
35046700,Samsung,SGH-S300,,,
35046712,Samsung,Electronics SGH-S300     ,,,
35046726,Samsung,ElectronicsSGH-S300    ,,,
35046766,Samsung,Electronics SGH-S300     ,,,
35046789,Samsung,ElectronicsSGH-S300    ,,,
35046790,Samsung,Electronics SGH-S300     ,,,
35046800,Daewoo,InternationalDW710    ,,,
35046885,Daewoo,InternationalDW  710    ,,,
35046900,Daewoo,InternationalDW720    ,,,
35047000,Daewoo,InternationalDW730    ,,,
35047100,Samsung,SGH-S308,,,
35047108,Samsung,Electronics SGH-S308     ,,,
35047189,Samsung,Electronics SGH-S308     ,,,
35047200,Ericsson,SwedenGC75 6130201-BV     ,,,
35047300,Arima,CommunicationArima  2810    ,,,
35047400,Tresor,DataLtd Chabridge     ,,,
35047500,Arima,CommunicationArima  2811    ,,,
35047600,Arima,CommunicationArima  2812    ,,,
35047700,Bellwave,Co.Ltd. BGP-ST13     ,,,
35047800,BenQ,S620i,,,
35047802,BenQ,S620i    ,,,
35047895,BenQ,S620i    ,,,
35047900,Ericsson,SwedenGM27 6100502-BV     ,,,
35048000,Maxon,MX7600,,,
35048100,Infineon,WGM1310,,,
35048200,Arima,CommunicationArima  2190    ,,,
35048300,Arima,CommunicationArima  2191    ,,,
35048303,Arima,CommunicationArima 2191, Thomson TN710   ,,,
35048400,Arima,CommunicationArima  2193    ,,,
35048500,Tresor,DataLtd T402F     ,,,
35048503,Tresor,DataLtd T402F     ,,,
35048600,Capitel,Co.Ltd., Beijing C5288    ,,,
35048602,Beijing,C5288    ,,,
35048700,Capitel,Co.Ltd., Beijing C5388    ,,,
35048800,Capitel,Co.Ltd., Beijing C6268    ,,,
35048900,Capitel,Co.Ltd., Beijing C6568    ,,,
35049000,Capitel,Co.Ltd., Beijing C6588    ,,,
35049100,Panda,InternationalGM988    ,,,
35049200,MVATEC,Co.Ltd., MVG-8100     ,,,
35049201,MVATEC,Co.Ltd., MVG-8100     ,,,
35049300,Bellwave,Co.Ltd. BGP-BD20     ,,,
35049400,Amoi,A6,,,
35049402,Amoisonic,ElectronicsCo. Ltd. A6    ,,,
35049500,Amoi,A6+,,,
35049502,Amoisonic,ElectronicsCo. Ltd. A6+    ,,,
35049600,Ericsson,SwedenGM29 6100503-BV     ,,,
35049683,Ericsson,GM29    ,,,
35049700,Maxon,MX7940,,,
35049800,Maxon,MX7941,,,
35049801,Maxon,CellularSystems  MX-7941    ,,,
35049900,Maxon,MX3920,,,
35060000,Nokia,3330NHM-6NX (DCT-3)     ,,,
35060010,Nokia,NHM-6(NX)/  3330    ,,,
35060020,Nokia,NHM-6(NX)/  3330    ,,,
35060030,Nokia,NHM-6(NX)/  3330    ,,,
35060040,Nokia,NHM-6(NX)/  3330    ,,,
35060055,Nokia,NHM-6(NX)/  3330    ,,,
35060060,Nokia,NHM-6(NX)/  3330    ,,,
35060070,Nokia,NHM-6(NX)/  3330    ,,,
35060080,Nokia,NHM-6(NX)/  3330    ,,,
35060088,Nokia,NHM-6(NX)/  3330    ,,,
35060091,Nokia,NHM-6(NX)/  3330    ,,,
35060092,Nokia,NHM-6(NX)/  3330    ,,,
35060093,Nokia,NHM-6(NX)/  3330    ,,,
35060094,Nokia,NHM-6(NX)/  3330    ,,,
35060100,Nokia,8210NSM-3NX    ,,,
35060110,Nokia,NSM-3(NX)/  8210    ,,,
35060120,Nokia,NSM-3(NX)/  8210    ,,,
35060130,Nokia,NSM-3(NX)/  8210    ,,,
35060140,Nokia,NSM-3(NX)/  8210    ,,,
35060160,Nokia,NSM-3(NX)/  8210    ,,,
35060170,Nokia,NSM-3(NX)/  8210    ,,,
35060180,Nokia,NSM-3(NX)/  8210    ,,,
35060188,Nokia,NSM-3(NX)/  8210    ,,,
35060191,Nokia,NSM-3(NX)/  8210    ,,,
35060192,Nokia,NSM-3(NX)/  8210    ,,,
35060193,Nokia,NSM-3(NX)/  8210    ,,,
35060200,Nokia,8210NSM-3NX    ,,,
35060210,Nokia,NSM-3(NX)/  8210    ,,,
35060220,Nokia,NSM-3(NX)/  8210    ,,,
